GID_1,GID_0,NAME_0,lookup
COG.2_1,COG,Republic of Congo,572
COG.4_1,COG,Republic of Congo,574
COG.3_1,COG,Republic of Congo,573
COG.5_1,COG,Republic of Congo,575
COG.6_1,COG,Republic of Congo,576
COG.7_1,COG,Republic of Congo,577
COG.8_1,COG,Republic of Congo,578
COG.9_1,COG,Republic of Congo,579
COG.10_1,COG,Republic of Congo,569
COG.11_1,COG,Republic of Congo,570
COG.12_1,COG,Republic of Congo,571
COL.1_1,COL,Colombia,581
COL.2_1,COL,Colombia,592
COL.3_1,COL,Colombia,603
COL.4_1,COL,Colombia,607
COL.5_1,COL,Colombia,608
COL.6_1,COL,Colombia,609
COL.7_1,COL,Colombia,610
COL.8_1,COL,Colombia,611
COL.9_1,COL,Colombia,612
COL.10_1,COL,Colombia,582
COL.11_1,COL,Colombia,583
COL.12_1,COL,Colombia,584
COL.13_1,COL,Colombia,585
COL.14_1,COL,Colombia,586
COL.15_1,COL,Colombia,587
COL.16_1,COL,Colombia,588
COL.17_1,COL,Colombia,589
COL.18_1,COL,Colombia,590
COL.19_1,COL,Colombia,591
COL.20_1,COL,Colombia,593
COL.21_1,COL,Colombia,594
COL.22_1,COL,Colombia,595
COL.23_1,COL,Colombia,596
COL.24_1,COL,Colombia,597
COL.25_1,COL,Colombia,598
COL.26_1,COL,Colombia,599
COL.27_1,COL,Colombia,600
COL.28_1,COL,Colombia,601
COL.29_1,COL,Colombia,602
COL.30_1,COL,Colombia,604
COL.31_1,COL,Colombia,605
COL.32_1,COL,Colombia,606
COM.1_1,COM,Comoros,613
COM.2_1,COM,Comoros,614
COM.3_1,COM,Comoros,615
CPV.1_1,CPV,Cape Verde,616
CPV.2_1,CPV,Cape Verde,627
CPV.3_1,CPV,Cape Verde,631
CPV.4_1,CPV,Cape Verde,632
CPV.5_1,CPV,Cape Verde,633
CPV.6_1,CPV,Cape Verde,634
CPV.7_1,CPV,Cape Verde,635
CPV.8_1,CPV,Cape Verde,636
CPV.9_1,CPV,Cape Verde,637
CPV.10_1,CPV,Cape Verde,617
CPV.11_1,CPV,Cape Verde,618
CPV.12_1,CPV,Cape Verde,619
CPV.13_1,CPV,Cape Verde,620
CPV.14_1,CPV,Cape Verde,621
CPV.15_1,CPV,Cape Verde,622
CPV.16_1,CPV,Cape Verde,623
CPV.17_1,CPV,Cape Verde,624
CPV.18_1,CPV,Cape Verde,625
CPV.19_1,CPV,Cape Verde,626
CPV.20_1,CPV,Cape Verde,628
CPV.21_1,CPV,Cape Verde,629
CPV.22_1,CPV,Cape Verde,630
CRI.1_1,CRI,Costa Rica,638
CRI.2_1,CRI,Costa Rica,639
CRI.3_1,CRI,Costa Rica,640
CRI.4_1,CRI,Costa Rica,641
CRI.5_1,CRI,Costa Rica,642
CRI.6_1,CRI,Costa Rica,643
CRI.7_1,CRI,Costa Rica,644
CUB.1_1,CUB,Cuba,645
CUB.2_1,CUB,Cuba,653
CUB.3_1,CUB,Cuba,654
CUB.4_1,CUB,Cuba,655
CUB.5_1,CUB,Cuba,656
CUB.6_1,CUB,Cuba,657
CUB.7_1,CUB,Cuba,658
CUB.8_1,CUB,Cuba,659
CUB.9_1,CUB,Cuba,660
CUB.10_1,CUB,Cuba,646
CUB.11_1,CUB,Cuba,647
CUB.12_1,CUB,Cuba,648
CUB.13_1,CUB,Cuba,649
CUB.14_1,CUB,Cuba,650
CUB.15_1,CUB,Cuba,651
CUB.16_1,CUB,Cuba,652
CYM.1_1,CYM,Cayman Islands,663
CYM.2_1,CYM,Cayman Islands,664
CYM.3_1,CYM,Cayman Islands,665
CYM.4_1,CYM,Cayman Islands,666
CYM.5_1,CYM,Cayman Islands,667
CYM.6_1,CYM,Cayman Islands,668
CYM.7_1,CYM,Cayman Islands,669
CYP.1_1,CYP,Cyprus,670
CYP.2_1,CYP,Cyprus,671
CYP.3_1,CYP,Cyprus,672
CYP.4_1,CYP,Cyprus,673
CYP.5_1,CYP,Cyprus,674
CZE.1_1,CZE,Czech Republic,675
CZE.2_1,CZE,Czech Republic,681
CZE.3_1,CZE,Czech Republic,682
CZE.4_1,CZE,Czech Republic,683
CZE.5_1,CZE,Czech Republic,684
CZE.6_1,CZE,Czech Republic,685
CZE.7_1,CZE,Czech Republic,686
CZE.8_1,CZE,Czech Republic,687
CZE.9_1,CZE,Czech Republic,688
CZE.10_1,CZE,Czech Republic,676
CZE.11_1,CZE,Czech Republic,677
CZE.12_1,CZE,Czech Republic,678
CZE.13_1,CZE,Czech Republic,679
CZE.14_1,CZE,Czech Republic,680
DEU.1_1,DEU,Germany,689
DEU.2_1,DEU,Germany,697
DEU.3_1,DEU,Germany,698
DEU.4_1,DEU,Germany,699
DEU.5_1,DEU,Germany,700
DEU.6_1,DEU,Germany,701
DEU.7_1,DEU,Germany,702
DEU.8_1,DEU,Germany,703
DEU.9_1,DEU,Germany,704
DEU.10_1,DEU,Germany,690
DEU.11_1,DEU,Germany,691
DEU.12_1,DEU,Germany,692
DEU.14_1,DEU,Germany,694
DEU.13_1,DEU,Germany,693
DEU.15_1,DEU,Germany,695
DEU.16_1,DEU,Germany,696
DJI.1_1,DJI,Djibouti,705
DJI.2_1,DJI,Djibouti,706
DJI.3_1,DJI,Djibouti,707
DJI.4_1,DJI,Djibouti,708
DJI.5_1,DJI,Djibouti,709
DMA.1_1,DMA,Dominica,710
DMA.2_1,DMA,Dominica,712
DMA.3_1,DMA,Dominica,713
DMA.4_1,DMA,Dominica,714
DMA.5_1,DMA,Dominica,715
DMA.6_1,DMA,Dominica,716
DMA.7_1,DMA,Dominica,717
DMA.8_1,DMA,Dominica,718
DMA.9_1,DMA,Dominica,719
DMA.10_1,DMA,Dominica,711
DNK.1_1,DNK,Denmark,720
DNK.2_1,DNK,Denmark,721
DNK.3_1,DNK,Denmark,722
DNK.4_1,DNK,Denmark,723
DNK.5_1,DNK,Denmark,724
DOM.1_1,DOM,Dominican Republic,725
DOM.2_1,DOM,Dominican Republic,736
DOM.3_1,DOM,Dominican Republic,747
DOM.4_1,DOM,Dominican Republic,751
DOM.5_1,DOM,Dominican Republic,752
DOM.6_1,DOM,Dominican Republic,753
DOM.7_1,DOM,Dominican Republic,754
DOM.8_1,DOM,Dominican Republic,755
DOM.9_1,DOM,Dominican Republic,756
DOM.10_1,DOM,Dominican Republic,726
DOM.11_1,DOM,Dominican Republic,727
DOM.12_1,DOM,Dominican Republic,728
DOM.13_1,DOM,Dominican Republic,729
DOM.14_1,DOM,Dominican Republic,730
DOM.15_1,DOM,Dominican Republic,731
DOM.16_1,DOM,Dominican Republic,732
DOM.17_1,DOM,Dominican Republic,733
DOM.18_1,DOM,Dominican Republic,734
DOM.19_1,DOM,Dominican Republic,735
DOM.20_1,DOM,Dominican Republic,737
DOM.21_1,DOM,Dominican Republic,738
DOM.22_1,DOM,Dominican Republic,739
DOM.23_1,DOM,Dominican Republic,740
DOM.24_1,DOM,Dominican Republic,741
DOM.25_1,DOM,Dominican Republic,742
DOM.26_1,DOM,Dominican Republic,743
DOM.27_1,DOM,Dominican Republic,744
DOM.28_1,DOM,Dominican Republic,745
DOM.30_1,DOM,Dominican Republic,748
DOM.29_1,DOM,Dominican Republic,746
DOM.31_1,DOM,Dominican Republic,749
DOM.32_1,DOM,Dominican Republic,750
DZA.1_1,DZA,Algeria,757
DZA.2_1,DZA,Algeria,768
DZA.3_1,DZA,Algeria,779
DZA.4_1,DZA,Algeria,790
DZA.5_1,DZA,Algeria,800
DZA.6_1,DZA,Algeria,801
DZA.7_1,DZA,Algeria,802
DZA.8_1,DZA,Algeria,803
DZA.9_1,DZA,Algeria,804
DZA.10_1,DZA,Algeria,758
DZA.11_1,DZA,Algeria,759
DZA.12_1,DZA,Algeria,760
DZA.13_1,DZA,Algeria,761
DZA.14_1,DZA,Algeria,762
DZA.15_1,DZA,Algeria,763
DZA.16_1,DZA,Algeria,764
DZA.17_1,DZA,Algeria,765
DZA.18_1,DZA,Algeria,766
DZA.19_1,DZA,Algeria,767
DZA.20_1,DZA,Algeria,769
DZA.21_1,DZA,Algeria,770
DZA.22_1,DZA,Algeria,771
DZA.23_1,DZA,Algeria,772
DZA.24_1,DZA,Algeria,773
DZA.25_1,DZA,Algeria,774
DZA.26_1,DZA,Algeria,775
DZA.27_1,DZA,Algeria,776
DZA.28_1,DZA,Algeria,777
DZA.29_1,DZA,Algeria,778
DZA.30_1,DZA,Algeria,780
DZA.31_1,DZA,Algeria,781
DZA.32_1,DZA,Algeria,782
DZA.33_1,DZA,Algeria,783
DZA.34_1,DZA,Algeria,784
DZA.35_1,DZA,Algeria,785
DZA.36_1,DZA,Algeria,786
DZA.37_1,DZA,Algeria,787
DZA.38_1,DZA,Algeria,788
DZA.39_1,DZA,Algeria,789
DZA.40_1,DZA,Algeria,791
DZA.41_1,DZA,Algeria,792
DZA.42_1,DZA,Algeria,793
DZA.43_1,DZA,Algeria,794
DZA.44_1,DZA,Algeria,795
DZA.45_1,DZA,Algeria,796
DZA.46_1,DZA,Algeria,797
DZA.47_1,DZA,Algeria,798
DZA.48_1,DZA,Algeria,799
ECU.1_1,ECU,Ecuador,805
ECU.2_1,ECU,Ecuador,816
ECU.3_1,ECU,Ecuador,822
ECU.4_1,ECU,Ecuador,823
ECU.5_1,ECU,Ecuador,824
ECU.6_1,ECU,Ecuador,825
ECU.7_1,ECU,Ecuador,826
ECU.8_1,ECU,Ecuador,827
ECU.9_1,ECU,Ecuador,828
ECU.10_1,ECU,Ecuador,806
ECU.11_1,ECU,Ecuador,807
ECU.12_1,ECU,Ecuador,808
ECU.13_1,ECU,Ecuador,809
ECU.14_1,ECU,Ecuador,810
ECU.15_1,ECU,Ecuador,811
ECU.16_1,ECU,Ecuador,812
ECU.17_1,ECU,Ecuador,813
ECU.18_1,ECU,Ecuador,814
ECU.19_1,ECU,Ecuador,815
ECU.20_1,ECU,Ecuador,817
ECU.21_1,ECU,Ecuador,818
ECU.22_1,ECU,Ecuador,819
ECU.23_1,ECU,Ecuador,820
ECU.24_1,ECU,Ecuador,821
EGY.1_1,EGY,Egypt,829
EGY.2_1,EGY,Egypt,840
EGY.3_1,EGY,Egypt,849
EGY.4_1,EGY,Egypt,850
EGY.5_1,EGY,Egypt,851
EGY.6_1,EGY,Egypt,852
EGY.7_1,EGY,Egypt,853
EGY.8_1,EGY,Egypt,854
EGY.9_1,EGY,Egypt,855
EGY.10_1,EGY,Egypt,830
EGY.11_1,EGY,Egypt,831
EGY.12_1,EGY,Egypt,832
EGY.13_1,EGY,Egypt,833
EGY.14_1,EGY,Egypt,834
EGY.15_1,EGY,Egypt,835
EGY.16_1,EGY,Egypt,836
EGY.17_1,EGY,Egypt,837
EGY.18_1,EGY,Egypt,838
EGY.19_1,EGY,Egypt,839
EGY.20_1,EGY,Egypt,841
EGY.21_1,EGY,Egypt,842
EGY.22_1,EGY,Egypt,843
EGY.23_1,EGY,Egypt,844
EGY.24_1,EGY,Egypt,845
EGY.25_1,EGY,Egypt,846
EGY.26_1,EGY,Egypt,847
EGY.27_1,EGY,Egypt,848
ERI.1_1,ERI,Eritrea,856
ERI.2_1,ERI,Eritrea,857
ERI.3_1,ERI,Eritrea,858
ERI.4_1,ERI,Eritrea,859
ERI.5_1,ERI,Eritrea,860
ERI.6_1,ERI,Eritrea,861
ESH.1_1,ESH,Western Sahara,862
ESH.2_1,ESH,Western Sahara,863
ESH.3_1,ESH,Western Sahara,864
ESH.4_1,ESH,Western Sahara,865
ESP.1_1,ESP,Spain,866
ESP.2_1,ESP,Spain,876
ESP.3_1,ESP,Spain,877
ESP.4_1,ESP,Spain,878
ESP.5_1,ESP,Spain,879
ESP.6_1,ESP,Spain,880
ESP.7_1,ESP,Spain,881
ESP.8_1,ESP,Spain,882
ESP.9_1,ESP,Spain,883
ESP.10_1,ESP,Spain,867
ESP.11_1,ESP,Spain,868
ESP.12_1,ESP,Spain,869
ESP.13_1,ESP,Spain,870
ESP.14_1,ESP,Spain,871
ESP.15_1,ESP,Spain,872
ESP.16_1,ESP,Spain,873
ESP.17_1,ESP,Spain,874
ESP.18_1,ESP,Spain,875
EST.1_1,EST,Estonia,884
EST.2_1,EST,Estonia,892
EST.3_1,EST,Estonia,893
EST.4_1,EST,Estonia,894
EST.5_1,EST,Estonia,895
EST.7_1,EST,Estonia,897
EST.6_1,EST,Estonia,896
EST.8_1,EST,Estonia,898
EST.9_1,EST,Estonia,899
EST.10_1,EST,Estonia,885
EST.11_1,EST,Estonia,886
EST.12_1,EST,Estonia,887
EST.13_1,EST,Estonia,888
EST.14_1,EST,Estonia,889
EST.15_1,EST,Estonia,890
EST.16_1,EST,Estonia,891
ETH.1_1,ETH,Ethiopia,900
ETH.2_1,ETH,Ethiopia,903
ETH.3_1,ETH,Ethiopia,904
ETH.4_1,ETH,Ethiopia,905
ETH.5_1,ETH,Ethiopia,906
ETH.6_1,ETH,Ethiopia,907
ETH.7_1,ETH,Ethiopia,908
ETH.8_1,ETH,Ethiopia,909
ETH.9_1,ETH,Ethiopia,910
ETH.10_1,ETH,Ethiopia,901
ETH.11_1,ETH,Ethiopia,902
FIN.1_1,FIN,Finland,911
FIN.2_1,FIN,Finland,912
FIN.3_1,FIN,Finland,913
FIN.4_1,FIN,Finland,914
FIN.5_1,FIN,Finland,915
FJI.1_1,FJI,Fiji,916
FJI.2_1,FJI,Fiji,917
FJI.3_1,FJI,Fiji,918
FJI.4_1,FJI,Fiji,919
FJI.5_1,FJI,Fiji,920
FRA.1_1,FRA,France,922
FRA.2_1,FRA,France,927
FRA.3_1,FRA,France,928
FRA.4_1,FRA,France,929
FRA.5_1,FRA,France,930
FRA.6_1,FRA,France,931
FRA.7_1,FRA,France,932
FRA.8_1,FRA,France,933
FRA.9_1,FRA,France,934
FRA.10_1,FRA,France,923
FRA.11_1,FRA,France,924
FRA.12_1,FRA,France,925
FRA.13_1,FRA,France,926
FRO.1_1,FRO,Faroe Islands,935
FRO.2_1,FRO,Faroe Islands,936
FRO.3_1,FRO,Faroe Islands,937
FRO.4_1,FRO,Faroe Islands,938
FRO.5_1,FRO,Faroe Islands,939
FRO.6_1,FRO,Faroe Islands,940
FSM.1_1,FSM,Micronesia,941
FSM.2_1,FSM,Micronesia,942
FSM.3_1,FSM,Micronesia,943
FSM.4_1,FSM,Micronesia,944
GAB.1_1,GAB,Gabon,945
GAB.2_1,GAB,Gabon,946
GAB.3_1,GAB,Gabon,947
GAB.4_1,GAB,Gabon,948
GAB.5_1,GAB,Gabon,949
GAB.6_1,GAB,Gabon,950
GAB.7_1,GAB,Gabon,951
GAB.8_1,GAB,Gabon,952
GAB.9_1,GAB,Gabon,953
GBR.1_1,GBR,United Kingdom,954
GBR.2_1,GBR,United Kingdom,955
GBR.3_1,GBR,United Kingdom,956
GBR.4_1,GBR,United Kingdom,957
GEO.1_1,GEO,Georgia,958
GEO.2_1,GEO,Georgia,962
GEO.3_1,GEO,Georgia,963
GEO.4_1,GEO,Georgia,964
GEO.5_1,GEO,Georgia,965
GEO.6_1,GEO,Georgia,966
GEO.7_1,GEO,Georgia,967
GEO.8_1,GEO,Georgia,968
GEO.9_1,GEO,Georgia,969
GEO.10_1,GEO,Georgia,959
GEO.11_1,GEO,Georgia,960
GEO.12_1,GEO,Georgia,961
GGY.1_1,GGY,Guernsey,970
GGY.2_1,GGY,Guernsey,977
GGY.3_1,GGY,Guernsey,978
GGY.4_1,GGY,Guernsey,979
GGY.5_1,GGY,Guernsey,980
GGY.6_1,GGY,Guernsey,981
GGY.7_1,GGY,Guernsey,982
GGY.8_1,GGY,Guernsey,983
GGY.9_1,GGY,Guernsey,984
GGY.10_1,GGY,Guernsey,971
GGY.11_1,GGY,Guernsey,972
GGY.12_1,GGY,Guernsey,973
GGY.13_1,GGY,Guernsey,974
GGY.14_1,GGY,Guernsey,975
GGY.15_1,GGY,Guernsey,976
GHA.1_1,GHA,Ghana,985
GHA.2_1,GHA,Ghana,987
GHA.3_1,GHA,Ghana,988
GHA.4_1,GHA,Ghana,989
GHA.5_1,GHA,Ghana,990
GHA.6_1,GHA,Ghana,991
GHA.7_1,GHA,Ghana,992
GHA.8_1,GHA,Ghana,993
GHA.9_1,GHA,Ghana,994
GHA.10_1,GHA,Ghana,986
GIN.1_1,GIN,Guinea,996
GIN.2_1,GIN,Guinea,997
GIN.3_1,GIN,Guinea,998
GIN.4_1,GIN,Guinea,999
GIN.5_1,GIN,Guinea,1000
GIN.6_1,GIN,Guinea,1001
GIN.7_1,GIN,Guinea,1002
GIN.8_1,GIN,Guinea,1003
GLP.1_1,GLP,Guadeloupe,1004
GLP.2_1,GLP,Guadeloupe,1005
GMB.1_1,GMB,Gambia,1006
GMB.2_1,GMB,Gambia,1007
GMB.3_1,GMB,Gambia,1008
GMB.4_1,GMB,Gambia,1009
GMB.5_1,GMB,Gambia,1010
GMB.6_1,GMB,Gambia,1011
GNB.1_1,GNB,Guinea-Bissau,1012
GNB.2_1,GNB,Guinea-Bissau,1013
GNB.3_1,GNB,Guinea-Bissau,1014
GNB.4_1,GNB,Guinea-Bissau,1015
GNB.5_1,GNB,Guinea-Bissau,1016
GNB.6_1,GNB,Guinea-Bissau,1017
GNB.7_1,GNB,Guinea-Bissau,1018
GNB.8_1,GNB,Guinea-Bissau,1019
GNB.9_1,GNB,Guinea-Bissau,1020
GNQ.1_1,GNQ,Equatorial Guinea,1021
GNQ.2_1,GNQ,Equatorial Guinea,1022
GNQ.3_1,GNQ,Equatorial Guinea,1023
GNQ.4_1,GNQ,Equatorial Guinea,1024
GNQ.5_1,GNQ,Equatorial Guinea,1025
GNQ.6_1,GNQ,Equatorial Guinea,1026
GNQ.7_1,GNQ,Equatorial Guinea,1027
GRC.1_1,GRC,Greece,1028
GRC.2_1,GRC,Greece,1029
GRC.3_1,GRC,Greece,1030
GRC.4_1,GRC,Greece,1031
GRC.5_1,GRC,Greece,1032
GRC.6_1,GRC,Greece,1033
GRC.7_1,GRC,Greece,1034
GRC.8_1,GRC,Greece,1035
GRD.1_1,GRD,Grenada,1036
GRD.2_1,GRD,Grenada,1037
GRD.3_1,GRD,Grenada,1038
GRD.4_1,GRD,Grenada,1039
GRD.5_1,GRD,Grenada,1040
GRD.6_1,GRD,Grenada,1041
GRD.7_1,GRD,Grenada,1042
GRL.1_1,GRL,Greenland,1043
GRL.2_1,GRL,Greenland,1044
GRL.3_1,GRL,Greenland,1045
GRL.4_1,GRL,Greenland,1046
GRL.5_1,GRL,Greenland,1047
GTM.1_1,GTM,Guatemala,1048
GTM.2_1,GTM,Guatemala,1059
GTM.3_1,GTM,Guatemala,1063
GTM.4_1,GTM,Guatemala,1064
GTM.5_1,GTM,Guatemala,1065
GTM.6_1,GTM,Guatemala,1066
GTM.7_1,GTM,Guatemala,1067
GTM.8_1,GTM,Guatemala,1068
GTM.9_1,GTM,Guatemala,1069
GTM.10_1,GTM,Guatemala,1049
GTM.11_1,GTM,Guatemala,1050
GTM.12_1,GTM,Guatemala,1051
GTM.13_1,GTM,Guatemala,1052
GTM.14_1,GTM,Guatemala,1053
GTM.15_1,GTM,Guatemala,1054
GTM.16_1,GTM,Guatemala,1055
GTM.17_1,GTM,Guatemala,1056
GTM.18_1,GTM,Guatemala,1057
GTM.19_1,GTM,Guatemala,1058
GTM.20_1,GTM,Guatemala,1060
GTM.21_1,GTM,Guatemala,1061
GTM.22_1,GTM,Guatemala,1062
GUF.1_1,GUF,French Guiana,1070
GUF.2_1,GUF,French Guiana,1071
GUM.1_1,GUM,Guam,1072
GUM.2_1,GUM,Guam,1083
GUM.3_1,GUM,Guam,1084
GUM.4_1,GUM,Guam,1085
GUM.5_1,GUM,Guam,1086
GUM.6_1,GUM,Guam,1087
GUM.7_1,GUM,Guam,1088
GUM.8_1,GUM,Guam,1089
GUM.9_1,GUM,Guam,1090
GUM.10_1,GUM,Guam,1073
GUM.11_1,GUM,Guam,1074
GUM.12_1,GUM,Guam,1075
GUM.13_1,GUM,Guam,1076
GUM.14_1,GUM,Guam,1077
GUM.15_1,GUM,Guam,1078
GUM.16_1,GUM,Guam,1079
GUM.17_1,GUM,Guam,1080
GUM.18_1,GUM,Guam,1081
GUM.19_1,GUM,Guam,1082
GUY.1_1,GUY,Guyana,1091
GUY.2_1,GUY,Guyana,1093
GUY.3_1,GUY,Guyana,1094
GUY.4_1,GUY,Guyana,1095
GUY.5_1,GUY,Guyana,1096
GUY.6_1,GUY,Guyana,1097
GUY.7_1,GUY,Guyana,1098
GUY.8_1,GUY,Guyana,1099
GUY.9_1,GUY,Guyana,1100
GUY.10_1,GUY,Guyana,1092
HKG.1_1,HKG,Hong Kong,1101
HKG.2_1,HKG,Hong Kong,1111
HKG.3_1,HKG,Hong Kong,1112
HKG.4_1,HKG,Hong Kong,1113
HKG.5_1,HKG,Hong Kong,1114
HKG.6_1,HKG,Hong Kong,1115
HKG.7_1,HKG,Hong Kong,1116
HKG.8_1,HKG,Hong Kong,1117
HKG.9_1,HKG,Hong Kong,1118
HKG.10_1,HKG,Hong Kong,1102
HKG.11_1,HKG,Hong Kong,1103
HKG.12_1,HKG,Hong Kong,1104
HKG.13_1,HKG,Hong Kong,1105
HKG.14_1,HKG,Hong Kong,1106
HKG.15_1,HKG,Hong Kong,1107
HKG.16_1,HKG,Hong Kong,1108
HKG.17_1,HKG,Hong Kong,1109
HKG.18_1,HKG,Hong Kong,1110
HND.1_1,HND,Honduras,1120
HND.2_1,HND,Honduras,1130
HND.3_1,HND,Honduras,1131
HND.4_1,HND,Honduras,1132
HND.5_1,HND,Honduras,1133
HND.6_1,HND,Honduras,1134
HND.7_1,HND,Honduras,1135
HND.8_1,HND,Honduras,1136
HND.9_1,HND,Honduras,1137
HND.10_1,HND,Honduras,1121
HND.11_1,HND,Honduras,1122
HND.12_1,HND,Honduras,1123
HND.13_1,HND,Honduras,1124
HND.14_1,HND,Honduras,1125
HND.15_1,HND,Honduras,1126
HND.16_1,HND,Honduras,1127
HND.17_1,HND,Honduras,1128
HND.18_1,HND,Honduras,1129
HRV.1_1,HRV,Croatia,1138
HRV.2_1,HRV,Croatia,1149
HRV.3_1,HRV,Croatia,1152
HRV.4_1,HRV,Croatia,1153
HRV.5_1,HRV,Croatia,1154
HRV.6_1,HRV,Croatia,1155
HRV.7_1,HRV,Croatia,1156
HRV.8_1,HRV,Croatia,1157
HRV.9_1,HRV,Croatia,1158
HRV.10_1,HRV,Croatia,1139
HRV.11_1,HRV,Croatia,1140
HRV.12_1,HRV,Croatia,1141
HRV.13_1,HRV,Croatia,1142
HRV.14_1,HRV,Croatia,1143
HRV.15_1,HRV,Croatia,1144
HRV.16_1,HRV,Croatia,1145
HRV.17_1,HRV,Croatia,1146
HRV.18_1,HRV,Croatia,1147
HRV.19_1,HRV,Croatia,1148
HRV.20_1,HRV,Croatia,1150
HRV.21_1,HRV,Croatia,1151
HTI.1_1,HTI,Haiti,1159
HTI.2_1,HTI,Haiti,1161
HTI.3_1,HTI,Haiti,1162
HTI.4_1,HTI,Haiti,1163
HTI.7_1,HTI,Haiti,1166
HTI.5_1,HTI,Haiti,1164
HTI.6_1,HTI,Haiti,1165
HTI.8_1,HTI,Haiti,1167
HTI.10_1,HTI,Haiti,1160
HTI.9_1,HTI,Haiti,1168
HUN.1_1,HUN,Hungary,1169
HUN.2_1,HUN,Hungary,1180
HUN.3_1,HUN,Hungary,1182
HUN.4_1,HUN,Hungary,1183
HUN.5_1,HUN,Hungary,1184
HUN.6_1,HUN,Hungary,1185
HUN.7_1,HUN,Hungary,1186
HUN.8_1,HUN,Hungary,1187
HUN.9_1,HUN,Hungary,1188
HUN.10_1,HUN,Hungary,1170
HUN.11_1,HUN,Hungary,1171
HUN.12_1,HUN,Hungary,1172
HUN.13_1,HUN,Hungary,1173
HUN.14_1,HUN,Hungary,1174
HUN.15_1,HUN,Hungary,1175
HUN.16_1,HUN,Hungary,1176
HUN.17_1,HUN,Hungary,1177
HUN.18_1,HUN,Hungary,1178
HUN.19_1,HUN,Hungary,1179
HUN.20_1,HUN,Hungary,1181
IDN.1_1,IDN,Indonesia,1189
IDN.2_1,IDN,Indonesia,1200
IDN.3_1,IDN,Indonesia,1211
IDN.4_1,IDN,Indonesia,1216
IDN.5_1,IDN,Indonesia,1217
IDN.6_1,IDN,Indonesia,1218
IDN.7_1,IDN,Indonesia,1219
IDN.8_1,IDN,Indonesia,1220
